indicator,level,name,age,race,large_sample,response,value
self_rated_health,puma,0900301,Total,White,TRUE,Excellent / very good,0.53
self_rated_health,puma,0900301,Total,Black,TRUE,Excellent / very good,0.54
self_rated_health,puma,0900301,Total,Latino,TRUE,Excellent / very good,0.55
self_rated_health,puma,0900301,Total,Asian,FALSE,Excellent / very good,0.84
self_rated_health,puma,0900301,Total,Native American,FALSE,Excellent / very good,0.31
self_rated_health,puma,0900301,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,1
self_rated_health,puma,0900303,Total,Total,TRUE,Excellent / very good,0.69
self_rated_health,puma,0900303,Total,White,TRUE,Excellent / very good,0.72
self_rated_health,puma,0900303,Total,Black,TRUE,Excellent / very good,0.55
self_rated_health,puma,0900303,Total,Latino,TRUE,Excellent / very good,0.59
self_rated_health,puma,0900303,Total,Asian,TRUE,Excellent / very good,0.86
self_rated_health,puma,0900303,Total,Native American,FALSE,Excellent / very good,0.45
self_rated_health,puma,0900303,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.89
self_rated_health,puma,0900304,Total,Total,TRUE,Excellent / very good,0.58
self_rated_health,puma,0900304,Total,White,TRUE,Excellent / very good,0.6
self_rated_health,puma,0900304,Total,Black,TRUE,Excellent / very good,0.48
self_rated_health,puma,0900304,Total,Latino,TRUE,Excellent / very good,0.6
self_rated_health,puma,0900304,Total,Asian,FALSE,Excellent / very good,0.44
self_rated_health,puma,0900304,Total,Native American,FALSE,Excellent / very good,0.44
self_rated_health,puma,0900304,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,1
self_rated_health,puma,0900305,Total,Total,TRUE,Excellent / very good,0.51
self_rated_health,puma,0900305,Total,White,TRUE,Excellent / very good,0.53
self_rated_health,puma,0900305,Total,Black,TRUE,Excellent / very good,0.48
self_rated_health,puma,0900305,Total,Latino,TRUE,Excellent / very good,0.47
self_rated_health,puma,0900305,Total,Asian,FALSE,Excellent / very good,0.66
self_rated_health,puma,0900305,Total,Native American,FALSE,Excellent / very good,0.5
self_rated_health,puma,0900305,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,1
self_rated_health,puma,0900306,Total,Total,TRUE,Excellent / very good,0.65
self_rated_health,puma,0900306,Total,White,TRUE,Excellent / very good,0.66
self_rated_health,puma,0900306,Total,Black,FALSE,Excellent / very good,0.58
self_rated_health,puma,0900306,Total,Latino,TRUE,Excellent / very good,0.67
self_rated_health,puma,0900306,Total,Asian,FALSE,Excellent / very good,0.62
self_rated_health,puma,0900306,Total,Native American,FALSE,Excellent / very good,0.75
self_rated_health,puma,0900900,Total,Total,TRUE,Excellent / very good,0.6
self_rated_health,puma,0900900,Total,White,TRUE,Excellent / very good,0.6
self_rated_health,puma,0900900,Total,Black,TRUE,Excellent / very good,0.53
self_rated_health,puma,0900900,Total,Latino,TRUE,Excellent / very good,0.6
self_rated_health,puma,0900900,Total,Asian,FALSE,Excellent / very good,0.79
self_rated_health,puma,0900900,Total,Native American,FALSE,Excellent / very good,0.46
self_rated_health,puma,0900900,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0
self_rated_health,puma,0900902,Total,Total,TRUE,Excellent / very good,0.56
self_rated_health,puma,0900902,Total,White,TRUE,Excellent / very good,0.58
self_rated_health,puma,0900902,Total,Black,TRUE,Excellent / very good,0.48
self_rated_health,puma,0900902,Total,Latino,TRUE,Excellent / very good,0.5
self_rated_health,puma,0900902,Total,Asian,FALSE,Excellent / very good,0.78
self_rated_health,puma,0900902,Total,Native American,FALSE,Excellent / very good,0.3
self_rated_health,puma,0900902,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.38
self_rated_health,puma,0900903,Total,Total,TRUE,Excellent / very good,0.55
self_rated_health,puma,0900903,Total,White,TRUE,Excellent / very good,0.57
self_rated_health,puma,0900903,Total,Black,TRUE,Excellent / very good,0.55
self_rated_health,puma,0900903,Total,Latino,TRUE,Excellent / very good,0.51
self_rated_health,puma,0900903,Total,Asian,FALSE,Excellent / very good,0.62
self_rated_health,puma,0900903,Total,Native American,FALSE,Excellent / very good,0.44
self_rated_health,puma,0900903,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.43
self_rated_health,puma,0900904,Total,Total,TRUE,Excellent / very good,0.59
self_rated_health,puma,0900904,Total,White,TRUE,Excellent / very good,0.58
self_rated_health,puma,0900904,Total,Black,TRUE,Excellent / very good,0.53
self_rated_health,puma,0900904,Total,Latino,TRUE,Excellent / very good,0.61
self_rated_health,puma,0900904,Total,Asian,FALSE,Excellent / very good,0.62
self_rated_health,puma,0900904,Total,Native American,FALSE,Excellent / very good,0.8
self_rated_health,puma,0900904,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.83
self_rated_health,puma,0900906,Total,Total,TRUE,Excellent / very good,0.63
self_rated_health,puma,0900906,Total,White,TRUE,Excellent / very good,0.65
self_rated_health,puma,0900906,Total,Black,FALSE,Excellent / very good,0.58
self_rated_health,puma,0900906,Total,Latino,TRUE,Excellent / very good,0.62
self_rated_health,puma,0900906,Total,Asian,FALSE,Excellent / very good,0.54
self_rated_health,puma,0900906,Total,Native American,FALSE,Excellent / very good,0.6
self_rated_health,puma,0900906,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.37
self_rated_health,puma,0901100,Total,Total,TRUE,Excellent / very good,0.56
self_rated_health,puma,0901100,Total,White,TRUE,Excellent / very good,0.56
self_rated_health,puma,0901100,Total,Black,TRUE,Excellent / very good,0.52
self_rated_health,puma,0901100,Total,Latino,TRUE,Excellent / very good,0.46
self_rated_health,puma,0901100,Total,Asian,FALSE,Excellent / very good,0.48
self_rated_health,puma,0901100,Total,Native American,FALSE,Excellent / very good,0.68
self_rated_health,puma,0901100,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.25
self_rated_health,puma,0901101,Total,Total,TRUE,Excellent / very good,0.58
self_rated_health,puma,0901101,Total,White,TRUE,Excellent / very good,0.6
self_rated_health,puma,0901101,Total,Black,TRUE,Excellent / very good,0.51
self_rated_health,puma,0901101,Total,Latino,TRUE,Excellent / very good,0.47
self_rated_health,puma,0901101,Total,Asian,TRUE,Excellent / very good,0.74
self_rated_health,puma,0901101,Total,Native American,FALSE,Excellent / very good,0.54
self_rated_health,puma,0901101,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.62
self_rated_health,region,6 wealthiest Fairfield County,Total,Total,TRUE,Excellent / very good,0.75
self_rated_health,region,6 wealthiest Fairfield County,Total,White,TRUE,Excellent / very good,0.77
self_rated_health,region,6 wealthiest Fairfield County,Total,Black,FALSE,Excellent / very good,0.59
self_rated_health,region,6 wealthiest Fairfield County,Total,Latino,TRUE,Excellent / very good,0.76
self_rated_health,region,6 wealthiest Fairfield County,Total,Asian,FALSE,Excellent / very good,0.76
self_rated_health,region,6 wealthiest Fairfield County,Total,Native American,FALSE,Excellent / very good,0.14
self_rated_health,region,Backus Hospital HSA,Total,Total,TRUE,Excellent / very good,0.53
self_rated_health,region,Backus Hospital HSA,Total,White,TRUE,Excellent / very good,0.54
self_rated_health,region,Backus Hospital HSA,Total,Black,TRUE,Excellent / very good,0.52
self_rated_health,region,Backus Hospital HSA,Total,Latino,TRUE,Excellent / very good,0.47
self_rated_health,region,Backus Hospital HSA,Total,Asian,FALSE,Excellent / very good,0.5
self_rated_health,region,Backus Hospital HSA,Total,Native American,FALSE,Excellent / very good,0.55
self_rated_health,region,Backus Hospital HSA,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.18
self_rated_health,region,Backus Hospital HSA other towns,Total,Total,TRUE,Excellent / very good,0.56
self_rated_health,region,Backus Hospital HSA other towns,Total,White,TRUE,Excellent / very good,0.57
self_rated_health,region,Backus Hospital HSA other towns,Total,Black,FALSE,Excellent / very good,0.58
self_rated_health,region,Backus Hospital HSA other towns,Total,Latino,FALSE,Excellent / very good,0.47
self_rated_health,region,Backus Hospital HSA other towns,Total,Asian,FALSE,Excellent / very good,0.38
self_rated_health,region,Backus Hospital HSA other towns,Total,Native American,FALSE,Excellent / very good,0.64
self_rated_health,region,Backus Hospital HSA other towns,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0
self_rated_health,region,Capitol Region COG,Total,Total,TRUE,Excellent / very good,0.59
self_rated_health,region,Capitol Region COG,Total,White,TRUE,Excellent / very good,0.61
self_rated_health,region,Capitol Region COG,Total,Black,TRUE,Excellent / very good,0.5
self_rated_health,region,Capitol Region COG,Total,Latino,TRUE,Excellent / very good,0.56
self_rated_health,region,Capitol Region COG,Total,Asian,TRUE,Excellent / very good,0.71
self_rated_health,region,Capitol Region COG,Total,Native American,TRUE,Excellent / very good,0.47
self_rated_health,region,Capitol Region COG,Total,Native Hawaiian or other Pacific Islander,TRUE,Excellent / very good,0.83
self_rated_health,region,Charlotte Hungerford HSA,Total,Total,TRUE,Excellent / very good,0.57
self_rated_health,region,Charlotte Hungerford HSA,Total,White,TRUE,Excellent / very good,0.59
self_rated_health,region,Charlotte Hungerford HSA,Total,Black,FALSE,Excellent / very good,0.61
self_rated_health,region,Charlotte Hungerford HSA,Total,Latino,TRUE,Excellent / very good,0.63
self_rated_health,region,Charlotte Hungerford HSA,Total,Asian,FALSE,Excellent / very good,0.27
self_rated_health,region,Charlotte Hungerford HSA,Total,Native American,FALSE,Excellent / very good,0.24
self_rated_health,region,Charlotte Hungerford HSA,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0
self_rated_health,region,Charlotte Hungerford HSA other towns,Total,Total,TRUE,Excellent / very good,0.64
self_rated_health,region,Charlotte Hungerford HSA other towns,Total,White,TRUE,Excellent / very good,0.68
self_rated_health,region,Charlotte Hungerford HSA other towns,Total,Black,FALSE,Excellent / very good,0.36
self_rated_health,region,Charlotte Hungerford HSA other towns,Total,Latino,FALSE,Excellent / very good,0.53
self_rated_health,region,Charlotte Hungerford HSA other towns,Total,Asian,FALSE,Excellent / very good,0.11
self_rated_health,region,Charlotte Hungerford HSA other towns,Total,Native American,FALSE,Excellent / very good,0.86
self_rated_health,region,Connecticut Metro COG,Total,Total,TRUE,Excellent / very good,0.56
self_rated_health,region,Connecticut Metro COG,Total,White,TRUE,Excellent / very good,0.63
self_rated_health,region,Connecticut Metro COG,Total,Black,TRUE,Excellent / very good,0.48
self_rated_health,region,Connecticut Metro COG,Total,Latino,TRUE,Excellent / very good,0.48
self_rated_health,region,Connecticut Metro COG,Total,Asian,TRUE,Excellent / very good,0.63
self_rated_health,region,Connecticut Metro COG,Total,Native American,TRUE,Excellent / very good,0.56
self_rated_health,region,Connecticut Metro COG,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.45
self_rated_health,region,Eastern Connecticut Health Network,Total,Total,TRUE,Excellent / very good,0.59
self_rated_health,region,Eastern Connecticut Health Network,Total,White,TRUE,Excellent / very good,0.58
self_rated_health,region,Eastern Connecticut Health Network,Total,Black,TRUE,Excellent / very good,0.56
self_rated_health,region,Eastern Connecticut Health Network,Total,Latino,TRUE,Excellent / very good,0.58
self_rated_health,region,Eastern Connecticut Health Network,Total,Asian,TRUE,Excellent / very good,0.79
self_rated_health,region,Eastern Connecticut Health Network,Total,Native American,FALSE,Excellent / very good,0.41
self_rated_health,region,Eastern Connecticut Health Network,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,1
self_rated_health,region,Eastern Connecticut Health Network other towns,Total,Total,TRUE,Excellent / very good,0.67
self_rated_health,region,Eastern Connecticut Health Network other towns,Total,White,TRUE,Excellent / very good,0.65
self_rated_health,region,Eastern Connecticut Health Network other towns,Total,Black,FALSE,Excellent / very good,0.83
self_rated_health,region,Eastern Connecticut Health Network other towns,Total,Latino,FALSE,Excellent / very good,0.78
self_rated_health,region,Eastern Connecticut Health Network other towns,Total,Asian,FALSE,Excellent / very good,0.87
self_rated_health,region,Eastern Connecticut Health Network other towns,Total,Native American,FALSE,Excellent / very good,0.88
self_rated_health,region,Eastern Connecticut Health Network other towns,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,1
self_rated_health,region,Eastern cities,Total,Total,TRUE,Excellent / very good,0.5
self_rated_health,region,Eastern cities,Total,White,TRUE,Excellent / very good,0.51
self_rated_health,region,Eastern cities,Total,Black,TRUE,Excellent / very good,0.48
self_rated_health,region,Eastern cities,Total,Latino,TRUE,Excellent / very good,0.45
self_rated_health,region,Eastern cities,Total,Asian,TRUE,Excellent / very good,0.68
self_rated_health,region,Eastern cities,Total,Native American,TRUE,Excellent / very good,0.43
self_rated_health,region,Eastern cities,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.78
self_rated_health,region,Greater Bridgeport,Total,Total,TRUE,Excellent / very good,0.56
self_rated_health,region,Greater Bridgeport,Total,White,TRUE,Excellent / very good,0.63
self_rated_health,region,Greater Bridgeport,Total,Black,TRUE,Excellent / very good,0.48
self_rated_health,region,Greater Bridgeport,Total,Latino,TRUE,Excellent / very good,0.48
self_rated_health,region,Greater Bridgeport,Total,Asian,TRUE,Excellent / very good,0.63
self_rated_health,region,Greater Bridgeport,Total,Native American,TRUE,Excellent / very good,0.56
self_rated_health,region,Greater Bridgeport,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.45
self_rated_health,region,Greater Danbury,Total,Total,TRUE,Excellent / very good,0.63
self_rated_health,region,Greater Danbury,Total,White,TRUE,Excellent / very good,0.65
self_rated_health,region,Greater Danbury,Total,Black,TRUE,Excellent / very good,0.45
self_rated_health,region,Greater Danbury,Total,Latino,TRUE,Excellent / very good,0.54
self_rated_health,region,Greater Danbury,Total,Asian,TRUE,Excellent / very good,0.66
self_rated_health,region,Greater Danbury,Total,Native American,FALSE,Excellent / very good,0.64
self_rated_health,region,Greater Danbury,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.86
self_rated_health,region,Greater Danbury other towns,Total,Total,TRUE,Excellent / very good,0.66
self_rated_health,region,Greater Danbury other towns,Total,White,TRUE,Excellent / very good,0.66
self_rated_health,region,Greater Danbury other towns,Total,Black,FALSE,Excellent / very good,0.45
self_rated_health,region,Greater Danbury other towns,Total,Latino,TRUE,Excellent / very good,0.65
self_rated_health,region,Greater Danbury other towns,Total,Asian,FALSE,Excellent / very good,0.78
self_rated_health,region,Greater Danbury other towns,Total,Native American,FALSE,Excellent / very good,0.8
self_rated_health,region,Greater Danbury other towns,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,1
self_rated_health,region,Greater Hartford,Total,Total,TRUE,Excellent / very good,0.59
self_rated_health,region,Greater Hartford,Total,White,TRUE,Excellent / very good,0.61
self_rated_health,region,Greater Hartford,Total,Black,TRUE,Excellent / very good,0.5
self_rated_health,region,Greater Hartford,Total,Latino,TRUE,Excellent / very good,0.56
self_rated_health,region,Greater Hartford,Total,Asian,TRUE,Excellent / very good,0.71
self_rated_health,region,Greater Hartford,Total,Native American,TRUE,Excellent / very good,0.47
self_rated_health,region,Greater Hartford,Total,Native Hawaiian or other Pacific Islander,TRUE,Excellent / very good,0.83
self_rated_health,region,Greater New Haven,Total,Total,TRUE,Excellent / very good,0.59
self_rated_health,region,Greater New Haven,Total,White,TRUE,Excellent / very good,0.62
self_rated_health,region,Greater New Haven,Total,Black,TRUE,Excellent / very good,0.52
self_rated_health,region,Greater New Haven,Total,Latino,TRUE,Excellent / very good,0.54
self_rated_health,region,Greater New Haven,Total,Asian,TRUE,Excellent / very good,0.64
self_rated_health,region,Greater New Haven,Total,Native American,TRUE,Excellent / very good,0.52
self_rated_health,region,Greater New Haven,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.49
self_rated_health,region,Greater Norwalk,Total,Total,TRUE,Excellent / very good,0.68
self_rated_health,region,Greater Norwalk,Total,White,TRUE,Excellent / very good,0.73
self_rated_health,region,Greater Norwalk,Total,Black,TRUE,Excellent / very good,0.53
self_rated_health,region,Greater Norwalk,Total,Latino,TRUE,Excellent / very good,0.6
self_rated_health,region,Greater Norwalk,Total,Asian,TRUE,Excellent / very good,0.62
self_rated_health,region,Greater Norwalk,Total,Native American,FALSE,Excellent / very good,0.47
self_rated_health,region,Greater Norwalk,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.33
self_rated_health,region,Greater Norwalk other towns,Total,Total,TRUE,Excellent / very good,0.76
self_rated_health,region,Greater Norwalk other towns,Total,White,TRUE,Excellent / very good,0.79
self_rated_health,region,Greater Norwalk other towns,Total,Black,FALSE,Excellent / very good,0.67
self_rated_health,region,Greater Norwalk other towns,Total,Latino,FALSE,Excellent / very good,0.75
self_rated_health,region,Greater Norwalk other towns,Total,Asian,FALSE,Excellent / very good,0.75
self_rated_health,region,Greater Norwalk other towns,Total,Native American,FALSE,Excellent / very good,0
self_rated_health,region,Greater Waterbury,Total,Total,TRUE,Excellent / very good,0.57
self_rated_health,region,Greater Waterbury,Total,White,TRUE,Excellent / very good,0.58
self_rated_health,region,Greater Waterbury,Total,Black,TRUE,Excellent / very good,0.49
self_rated_health,region,Greater Waterbury,Total,Latino,TRUE,Excellent / very good,0.55
self_rated_health,region,Greater Waterbury,Total,Asian,TRUE,Excellent / very good,0.6
self_rated_health,region,Greater Waterbury,Total,Native American,TRUE,Excellent / very good,0.46
self_rated_health,region,Greater Waterbury,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.38
self_rated_health,region,Hartford Foundation,Total,Total,TRUE,Excellent / very good,0.6
self_rated_health,region,Hartford Foundation,Total,White,TRUE,Excellent / very good,0.63
self_rated_health,region,Hartford Foundation,Total,Black,TRUE,Excellent / very good,0.5
self_rated_health,region,Hartford Foundation,Total,Latino,TRUE,Excellent / very good,0.55
self_rated_health,region,Hartford Foundation,Total,Asian,TRUE,Excellent / very good,0.74
self_rated_health,region,Hartford Foundation,Total,Native American,TRUE,Excellent / very good,0.49
self_rated_health,region,Hartford Foundation,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.79
self_rated_health,region,Hartford Foundation other towns,Total,Total,TRUE,Excellent / very good,0.62
self_rated_health,region,Hartford Foundation other towns,Total,White,TRUE,Excellent / very good,0.63
self_rated_health,region,Hartford Foundation other towns,Total,Black,TRUE,Excellent / very good,0.55
self_rated_health,region,Hartford Foundation other towns,Total,Latino,TRUE,Excellent / very good,0.6
self_rated_health,region,Hartford Foundation other towns,Total,Asian,TRUE,Excellent / very good,0.76
self_rated_health,region,Hartford Foundation other towns,Total,Native American,TRUE,Excellent / very good,0.49
self_rated_health,region,Hartford Foundation other towns,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.88
self_rated_health,region,Hartford Hospital HSA,Total,Total,TRUE,Excellent / very good,0.56
self_rated_health,region,Hartford Hospital HSA,Total,White,TRUE,Excellent / very good,0.6
self_rated_health,region,Hartford Hospital HSA,Total,Black,TRUE,Excellent / very good,0.49
self_rated_health,region,Hartford Hospital HSA,Total,Latino,TRUE,Excellent / very good,0.54
self_rated_health,region,Hartford Hospital HSA,Total,Asian,TRUE,Excellent / very good,0.67
self_rated_health,region,Hartford Hospital HSA,Total,Native American,TRUE,Excellent / very good,0.48
self_rated_health,region,Hartford Hospital HSA,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.78
self_rated_health,region,Hartford Hospital HSA other towns,Total,Total,TRUE,Excellent / very good,0.59
self_rated_health,region,Hartford Hospital HSA other towns,Total,White,TRUE,Excellent / very good,0.6
self_rated_health,region,Hartford Hospital HSA other towns,Total,Black,TRUE,Excellent / very good,0.53
self_rated_health,region,Hartford Hospital HSA other towns,Total,Latino,TRUE,Excellent / very good,0.59
self_rated_health,region,Hartford Hospital HSA other towns,Total,Asian,TRUE,Excellent / very good,0.7
self_rated_health,region,Hartford Hospital HSA other towns,Total,Native American,FALSE,Excellent / very good,0.48
self_rated_health,region,Hartford Hospital HSA other towns,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.88
self_rated_health,region,Hartford Inner Ring,Total,Total,TRUE,Excellent / very good,0.58
self_rated_health,region,Hartford Inner Ring,Total,White,TRUE,Excellent / very good,0.59
self_rated_health,region,Hartford Inner Ring,Total,Black,TRUE,Excellent / very good,0.52
self_rated_health,region,Hartford Inner Ring,Total,Latino,TRUE,Excellent / very good,0.59
self_rated_health,region,Hartford Inner Ring,Total,Asian,TRUE,Excellent / very good,0.68
self_rated_health,region,Hartford Inner Ring,Total,Native American,TRUE,Excellent / very good,0.48
self_rated_health,region,Hartford Inner Ring,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.88
self_rated_health,region,Hartford Outer Ring,Total,Total,TRUE,Excellent / very good,0.67
self_rated_health,region,Hartford Outer Ring,Total,White,TRUE,Excellent / very good,0.66
self_rated_health,region,Hartford Outer Ring,Total,Black,TRUE,Excellent / very good,0.66
self_rated_health,region,Hartford Outer Ring,Total,Latino,TRUE,Excellent / very good,0.69
self_rated_health,region,Hartford Outer Ring,Total,Asian,TRUE,Excellent / very good,0.79
self_rated_health,region,Hartford Outer Ring,Total,Native American,FALSE,Excellent / very good,0.46
self_rated_health,region,Hartford Outer Ring,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,1
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area,Total,Total,TRUE,Excellent / very good,0.59
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area,Total,White,TRUE,Excellent / very good,0.61
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area,Total,Black,TRUE,Excellent / very good,0.52
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area,Total,Latino,TRUE,Excellent / very good,0.48
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area,Total,Asian,TRUE,Excellent / very good,0.71
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area,Total,Native American,TRUE,Excellent / very good,0.54
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.53
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area other towns,Total,Total,TRUE,Excellent / very good,0.61
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area other towns,Total,White,TRUE,Excellent / very good,0.62
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area other towns,Total,Black,TRUE,Excellent / very good,0.62
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area other towns,Total,Latino,TRUE,Excellent / very good,0.52
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area other towns,Total,Asian,TRUE,Excellent / very good,0.7
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area other towns,Total,Native American,FALSE,Excellent / very good,0.58
self_rated_health,region,Health Improvement Collaborative of Southeastern Connecticut area other towns,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,0.46
self_rated_health,region,Hospital of Central Connecticut HSA,Total,Total,TRUE,Excellent / very good,0.55
self_rated_health,region,Hospital of Central Connecticut HSA,Total,White,TRUE,Excellent / very good,0.57
self_rated_health,region,Hospital of Central Connecticut HSA,Total,Black,TRUE,Excellent / very good,0.49
self_rated_health,region,Hospital of Central Connecticut HSA,Total,Latino,TRUE,Excellent / very good,0.5
self_rated_health,region,Hospital of Central Connecticut HSA,Total,Asian,TRUE,Excellent / very good,0.6
self_rated_health,region,Hospital of Central Connecticut HSA,Total,Native American,TRUE,Excellent / very good,0.42
self_rated_health,region,Hospital of Central Connecticut HSA,Total,Native Hawaiian or other Pacific Islander,FALSE,Excellent / very good,1
self_rated_health,region,Hospital of Central Connecticut HSA other towns,Total,Total,TRUE,Excellent / very good,0.58
