level,name,topic,var,question,mrp_estimate,raw_estimate,yes_bin,n
cog,Capitol COG,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6918399862726897,0.6929795988218268,"Great, Moderate, or A Little influence",6106
cog,Capitol COG,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5858708827353011,0.5877416433704873,Excellent or Very Good,7806
cog,Capitol COG,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.673188542493452,0.6745522791604266,Completely or Mostly,7791
cog,Capitol COG,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.698977399013494,0.7020815592116957,Completely or Mostly,7765
cog,Capitol COG,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.12732910426490998,0.1270818839511062,Completely or Mostly,7745
cog,Capitol COG,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6913348180590558,0.6850437204693709,Always or Usually,4351
cog,Capitol COG,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.8461836411535298,0.8468179418543766,Yes,7755
cog,Capitol COG,Quality of Life,q4a,How responsive local government is to the needs of residents,0.5362521506087532,0.5332153827072664,Excellent or Good,6614
cog,Capitol COG,Quality of Life,q4d,The job done by the police to keep residents safe,0.7728327663303841,0.7748829209667797,Excellent or Good,7460
cog,Capitol COG,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.5351377408081335,0.537493770651725,Excellent or Good,6576
cog,Capitol COG,Quality of Life,q4f,As a place to raise children,0.7558360783311109,0.7534536916452301,Excellent or Good,7062
cog,Capitol COG,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.7755290955995954,0.7774445486909042,Excellent or Good,7477
cog,Capitol COG,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7411841949738169,0.7360463671705131,Excellent or Good,4594
cog,Greater Bridgeport COG,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.607571269916362,0.6112706572060804,Living comfortably or doing alright,4183
cog,Greater Bridgeport COG,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.18640040627604149,0.18129778368849853,Yes,4188
cog,Greater Bridgeport COG,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.09908911638531719,0.09588735873948837,Yes,4179
cog,Greater Bridgeport COG,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.17559913250353665,0.16907500669432182,Yes,4190
cog,Greater Bridgeport COG,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.8410546726308415,0.8516287426966488,Very often or fairly often,4181
cog,Greater Bridgeport COG,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.6642173562561078,0.6549198186355711,Strongly or Somewhat agree,4170
cog,Greater Bridgeport COG,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.5908447668403197,0.5951165033735636,Strongly or Somewhat agree,4085
cog,Greater Bridgeport COG,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.7112413164670199,0.7178498025958172,Strongly or Somewhat agree,3970
cog,Greater Bridgeport COG,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.3748113079278177,0.364709978214356,Strongly or Somewhat agree,4124
cog,Greater Bridgeport COG,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.7787224315271298,0.7909002271489513,Strongly or Somewhat agree,4060
cog,Greater Bridgeport COG,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.6895161676232601,0.6827823743727295,Strongly or Somewhat agree,2919
cog,Greater Bridgeport COG,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6610147506904331,0.6619397753525784,"Great, Moderate, or A Little influence",3263
cog,Greater Bridgeport COG,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5516922012969373,0.5628321691949878,Excellent or Very Good,4187
cog,Greater Bridgeport COG,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6321361120568528,0.6376678380677379,Completely or Mostly,4180
cog,Greater Bridgeport COG,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.6704883654976134,0.6711629552740579,Completely or Mostly,4168
cog,Greater Bridgeport COG,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.14742860192891202,0.1453341658251735,Completely or Mostly,4145
cog,Greater Bridgeport COG,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.627008896391627,0.6272443425598084,Always or Usually,2275
cog,Greater Bridgeport COG,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.7876075812339873,0.7906795953871015,Yes,4150
cog,Greater Bridgeport COG,Quality of Life,q4a,How responsive local government is to the needs of residents,0.4499802697863266,0.46140862256528414,Excellent or Good,3578
cog,Greater Bridgeport COG,Quality of Life,q4d,The job done by the police to keep residents safe,0.6776554272716516,0.6953726577255044,Excellent or Good,4017
cog,Greater Bridgeport COG,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.43664270360538543,0.44709455359699457,Excellent or Good,3537
cog,Greater Bridgeport COG,Quality of Life,q4f,As a place to raise children,0.6082931778117331,0.6282930142252318,Excellent or Good,3830
cog,Greater Bridgeport COG,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.7095822830392038,0.7247318009130446,Excellent or Good,3969
cog,Greater Bridgeport COG,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.6641995676624065,0.6746934631869184,Excellent or Good,2476
cog,Lower Connecticut River Valley COG,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.7159721493289913,0.7142272164778307,Living comfortably or doing alright,1360
cog,Lower Connecticut River Valley COG,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.10354726844825315,0.10762532072141712,Yes,1364
cog,Lower Connecticut River Valley COG,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.06575648847942739,0.06634459158656107,Yes,1362
cog,Lower Connecticut River Valley COG,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.09295771303878167,0.0921886302115788,Yes,1361
cog,Lower Connecticut River Valley COG,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.9328081427043514,0.9337919367241984,Very often or fairly often,1359
cog,Lower Connecticut River Valley COG,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.461333610496965,0.4663541653202666,Strongly or Somewhat agree,1351
cog,Lower Connecticut River Valley COG,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.635657320161632,0.6376116346799694,Strongly or Somewhat agree,1334
cog,Lower Connecticut River Valley COG,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.686283481636334,0.6814650344285421,Strongly or Somewhat agree,1295
cog,Lower Connecticut River Valley COG,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.22826177581112034,0.22381703971415903,Strongly or Somewhat agree,1355
cog,Lower Connecticut River Valley COG,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.9083276042081648,0.9100690224408928,Strongly or Somewhat agree,1322
cog,Lower Connecticut River Valley COG,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.8636280648868003,0.8630126942035632,Strongly or Somewhat agree,953
cog,Lower Connecticut River Valley COG,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6939794811048094,0.6841419193516188,"Great, Moderate, or A Little influence",1090
cog,Lower Connecticut River Valley COG,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.6227843927900778,0.62225593576229,Excellent or Very Good,1356
cog,Lower Connecticut River Valley COG,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.7104934706196907,0.7120337582755563,Completely or Mostly,1356
cog,Lower Connecticut River Valley COG,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7353878476187286,0.7466534453455049,Completely or Mostly,1356
cog,Lower Connecticut River Valley COG,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.10972199828288809,0.11264392274777446,Completely or Mostly,1351
cog,Lower Connecticut River Valley COG,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7240022525181903,0.7109456006190932,Always or Usually,676
cog,Lower Connecticut River Valley COG,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.8755603059594244,0.8735504416831396,Yes,1358
cog,Lower Connecticut River Valley COG,Quality of Life,q4a,How responsive local government is to the needs of residents,0.5927391673855645,0.5964209454157902,Excellent or Good,1157
cog,Lower Connecticut River Valley COG,Quality of Life,q4d,The job done by the police to keep residents safe,0.8258543917287986,0.8212957815914476,Excellent or Good,1283
cog,Lower Connecticut River Valley COG,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.5263334782252684,0.5122323336646616,Excellent or Good,1139
cog,Lower Connecticut River Valley COG,Quality of Life,q4f,As a place to raise children,0.8534025004092212,0.8540607928666052,Excellent or Good,1238
cog,Lower Connecticut River Valley COG,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.8190924563701885,0.8152571145428044,Excellent or Good,1300
cog,Lower Connecticut River Valley COG,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.789435816224726,0.7880324417104995,Excellent or Good,690
cog,Naugatuck Valley COG,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.6431590001682738,0.6375160015442923,Living comfortably or doing alright,6287
cog,Naugatuck Valley COG,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.14740783613717737,0.15230870199163038,Yes,6301
cog,Naugatuck Valley COG,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.08753779074711752,0.087829573223506,Yes,6298
cog,Naugatuck Valley COG,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.14431976195992866,0.1449802843068859,Yes,6300
cog,Naugatuck Valley COG,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.8899938704226386,0.8930930343688347,Very often or fairly often,6282
cog,Naugatuck Valley COG,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.5270704119787253,0.5274947333363502,Strongly or Somewhat agree,6263
cog,Naugatuck Valley COG,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.551362341033193,0.5529530408907194,Strongly or Somewhat agree,6161
cog,Naugatuck Valley COG,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.6937178646023642,0.6939368139545529,Strongly or Somewhat agree,6111
cog,Naugatuck Valley COG,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.3265412221375008,0.3236193654333048,Strongly or Somewhat agree,6197
cog,Naugatuck Valley COG,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.8265308486748005,0.8262422403319156,Strongly or Somewhat agree,6145
cog,Naugatuck Valley COG,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.7412531115914589,0.7343466738466297,Strongly or Somewhat agree,4554
cog,Naugatuck Valley COG,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.640886981072721,0.6367387812244125,"Great, Moderate, or A Little influence",5114
cog,Naugatuck Valley COG,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5610773167296136,0.5582248544633626,Excellent or Very Good,6296
cog,Naugatuck Valley COG,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6426015789250221,0.6364850818265525,Completely or Mostly,6283
cog,Naugatuck Valley COG,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.6816329332270481,0.6753373421718883,Completely or Mostly,6258
cog,Naugatuck Valley COG,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.13007260893156505,0.13177458494386685,Completely or Mostly,6229
cog,Naugatuck Valley COG,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6868778653513774,0.6822028821196643,Always or Usually,3560
cog,Naugatuck Valley COG,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.7994287254641786,0.7984055248496681,Yes,6259
cog,Naugatuck Valley COG,Quality of Life,q4a,How responsive local government is to the needs of residents,0.4935290676200797,0.4971015268599748,Excellent or Good,5552
cog,Naugatuck Valley COG,Quality of Life,q4d,The job done by the police to keep residents safe,0.7334804938929309,0.7374513880129043,Excellent or Good,6105
cog,Naugatuck Valley COG,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.4443451001834368,0.4412202504294703,Excellent or Good,5403
cog,Naugatuck Valley COG,Quality of Life,q4f,As a place to raise children,0.6894617186676304,0.6901193565030933,Excellent or Good,5901
cog,Naugatuck Valley COG,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.6985510157142056,0.6989557528510717,Excellent or Good,6004
cog,Naugatuck Valley COG,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7216411923513143,0.709228399303161,Excellent or Good,3861
cog,Northeastern Connecticut COG,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.65983692956666,0.6508748942573027,Living comfortably or doing alright,895
cog,Northeastern Connecticut COG,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.1467376487711857,0.1537334832603431,Yes,896
cog,Northeastern Connecticut COG,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.07903838307892862,0.08490178205264155,Yes,897
cog,Northeastern Connecticut COG,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.11571762772274133,0.11178498916083286,Yes,897
cog,Northeastern Connecticut COG,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.9102611337201866,0.9118214375784064,Very often or fairly often,895
cog,Northeastern Connecticut COG,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.3414163995991464,0.32153825120461604,Strongly or Somewhat agree,892
cog,Northeastern Connecticut COG,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.5626603140523696,0.5518983440233012,Strongly or Somewhat agree,878
cog,Northeastern Connecticut COG,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.6056395966938003,0.5823350428355338,Strongly or Somewhat agree,852
cog,Northeastern Connecticut COG,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.29051067270418457,0.29652076035039066,Strongly or Somewhat agree,884
cog,Northeastern Connecticut COG,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.8539627712749479,0.8492433401210738,Strongly or Somewhat agree,871
cog,Northeastern Connecticut COG,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.7928636008022127,0.7884974533955177,Strongly or Somewhat agree,585
cog,Northeastern Connecticut COG,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6643403020836901,0.6650291110810107,"Great, Moderate, or A Little influence",695
cog,Northeastern Connecticut COG,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5713567326789054,0.5610751737710016,Excellent or Very Good,897
cog,Northeastern Connecticut COG,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6807843049251014,0.6821184563170994,Completely or Mostly,894
cog,Northeastern Connecticut COG,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.700284912291795,0.6982198415097001,Completely or Mostly,895
cog,Northeastern Connecticut COG,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.11271508946261621,0.10603023479337768,Completely or Mostly,889
cog,Northeastern Connecticut COG,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7044600850691871,0.7097295581713983,Always or Usually,520
cog,Northeastern Connecticut COG,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.8390597069367046,0.8409243851534232,Yes,893
cog,Northeastern Connecticut COG,Quality of Life,q4a,How responsive local government is to the needs of residents,0.5023248264412211,0.5083701383482403,Excellent or Good,768
cog,Northeastern Connecticut COG,Quality of Life,q4d,The job done by the police to keep residents safe,0.7026244546702418,0.673152916782154,Excellent or Good,784
cog,Northeastern Connecticut COG,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.41903973115000503,0.3911215952312106,Excellent or Good,783
cog,Northeastern Connecticut COG,Quality of Life,q4f,As a place to raise children,0.804965856116333,0.8128053823795028,Excellent or Good,817
cog,Northeastern Connecticut COG,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.7547496242326238,0.7553382425749372,Excellent or Good,844
cog,Northeastern Connecticut COG,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7643285301461215,0.7652181076397638,Excellent or Good,550
cog,Northwest Hills COG,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.6697468042473294,0.6527266886266816,Living comfortably or doing alright,925
cog,Northwest Hills COG,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.11766267245593132,0.1276199935146746,Yes,932
cog,Northwest Hills COG,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.08008748143119608,0.08845538239716678,Yes,929
cog,Northwest Hills COG,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.11451202414926598,0.1250446730022613,Yes,928
cog,Northwest Hills COG,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.9077539378719901,0.8988786857237868,Very often or fairly often,928
cog,Northwest Hills COG,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.3916278624854022,0.3897036887174945,Strongly or Somewhat agree,917
cog,Northwest Hills COG,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.6404181656614986,0.6394042279179746,Strongly or Somewhat agree,907
cog,Northwest Hills COG,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.6641079513969504,0.6559563701791278,Strongly or Somewhat agree,878
cog,Northwest Hills COG,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.27586313311272814,0.28597530026159457,Strongly or Somewhat agree,915
cog,Northwest Hills COG,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.8907054628174655,0.8871007551788674,Strongly or Somewhat agree,907
cog,Northwest Hills COG,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.7959647425892146,0.8181944231325813,Strongly or Somewhat agree,536
cog,Northwest Hills COG,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6952305843404502,0.7158504298371453,"Great, Moderate, or A Little influence",634
cog,Northwest Hills COG,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5904421085165841,0.6021155715589365,Excellent or Very Good,931
cog,Northwest Hills COG,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6991364961916805,0.7050086275330661,Completely or Mostly,932
cog,Northwest Hills COG,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.7205476612036438,0.7268916458794408,Completely or Mostly,925
cog,Northwest Hills COG,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.09760050352268367,0.08983460231089707,Completely or Mostly,927
cog,Northwest Hills COG,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.7238184530465891,0.7187083215942239,Always or Usually,628
cog,Northwest Hills COG,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.8596744580427376,0.868387621626662,Yes,925
cog,Northwest Hills COG,Quality of Life,q4a,How responsive local government is to the needs of residents,0.5802208670264475,0.6051199940657583,Excellent or Good,819
cog,Northwest Hills COG,Quality of Life,q4d,The job done by the police to keep residents safe,0.8274837801598588,0.8161041255065746,Excellent or Good,873
cog,Northwest Hills COG,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.4712418000960646,0.4430160576337291,Excellent or Good,830
cog,Northwest Hills COG,Quality of Life,q4f,As a place to raise children,0.7774650256174525,0.7813120553019502,Excellent or Good,847
cog,Northwest Hills COG,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.7897363896668785,0.77897441439861,Excellent or Good,892
cog,Northwest Hills COG,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7937497553829898,0.7874465341157594,Excellent or Good,698
cog,South Central Connecticut COG,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.660318077423943,0.6624444575770703,Living comfortably or doing alright,6348
cog,South Central Connecticut COG,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.15460228398984754,0.15356783929912743,Yes,6356
cog,South Central Connecticut COG,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.09482216028529726,0.09743850792236584,Yes,6354
cog,South Central Connecticut COG,Financial Security,q65,"In the past 12 months, did you stay home when you needed or wanted to go someplace because you had no access to reliable transportation?",0.14336180386552058,0.14186094744631456,Yes,6355
cog,South Central Connecticut COG,Financial Security,q9,Do you have access to a car when you need it? Would you say you have access,0.8643091398494973,0.8658446905811527,Very often or fairly often,6323
cog,South Central Connecticut COG,Neighborhood Assets,q17a,"Many stores, banks, markets or places to go are within easy walking distance of my home.",0.6200832058652697,0.6178090833891546,Strongly or Somewhat agree,6306
cog,South Central Connecticut COG,Neighborhood Assets,q17c,"There are places to bicycle in or near my neighborhood that are safe from traffic, such as on the street or on special lanes, separate paths or trails.",0.6793803424780053,0.6766641821473828,Strongly or Somewhat agree,6201
cog,South Central Connecticut COG,Neighborhood Assets,q17e,"My neighborhood has several free or low cost recreation facilities such as parks, playgrounds, public swimming pools, etc.",0.7334792562302815,0.7340007744292042,Strongly or Somewhat agree,6024
cog,South Central Connecticut COG,Neighborhood Assets,q17f,I do not feel safe to go on walks in my neighborhood at night.,0.33934037817196966,0.3383904131549739,Strongly or Somewhat agree,6224
cog,South Central Connecticut COG,Neighborhood Assets,q17g,People in this neighborhood can be trusted.,0.8175204470129426,0.8209820685225611,Strongly or Somewhat agree,6180
cog,South Central Connecticut COG,Neighborhood Assets,q17h,Children and youth in my town generally have the positive role models they need around here.,0.7364785794292328,0.7321695668823333,Strongly or Somewhat agree,4208
cog,South Central Connecticut COG,Neighborhood Assets,q6,"How would you describe your ability to influence local-government decision making? Would you say that you have great influence, moderate influence, a little influence, or no influence at all?",0.6737211691813707,0.6722883990607917,"Great, Moderate, or A Little influence",4860
cog,South Central Connecticut COG,Personal Wellbeing,q19,"The next set of questions are about your health. How would you rate your overall health, would you say your health is excellent, very good, good, fair or poor?",0.5797088686393616,0.5781972273822239,Excellent or Very Good,6348
cog,South Central Connecticut COG,Personal Wellbeing,q20,"Overall, how satisfied are you with your life nowadays?",0.6552072939482084,0.6574669687500091,Completely or Mostly,6333
cog,South Central Connecticut COG,Personal Wellbeing,q21,"Overall, how happy did you feel yesterday?",0.679052094448315,0.6788584637149745,Completely or Mostly,6307
cog,South Central Connecticut COG,Personal Wellbeing,q22,"Overall, how anxious did you feel yesterday?",0.1350766027300072,0.1354719702727593,Completely or Mostly,6300
cog,South Central Connecticut COG,Personal Wellbeing,q37_1,How often do you get the social and emotional support you need?,0.6789450777699322,0.6826389041184314,Always or Usually,3966
cog,South Central Connecticut COG,Quality of Life,q1,Are you satisfied with the city or area where you live?,0.8281863991174173,0.830476701358597,Yes,6291
cog,South Central Connecticut COG,Quality of Life,q4a,How responsive local government is to the needs of residents,0.4896361796574586,0.4922952540698176,Excellent or Good,5438
cog,South Central Connecticut COG,Quality of Life,q4d,The job done by the police to keep residents safe,0.7237057693855877,0.7338419913086967,Excellent or Good,6101
cog,South Central Connecticut COG,Quality of Life,q4e,The ability of residents to obtain suitable employment,0.48948842385046915,0.49246647123772413,Excellent or Good,5276
cog,South Central Connecticut COG,Quality of Life,q4f,As a place to raise children,0.6980636226648979,0.7054879582730048,Excellent or Good,5701
cog,South Central Connecticut COG,Quality of Life,q4g,The condition of public parks and other public recreational facilities,0.7259803142099708,0.7310993292309852,Excellent or Good,6072
cog,South Central Connecticut COG,Quality of Life,q4h,"The availability of affordable, high-quality fruits and vegetables",0.7205201743646684,0.725419903274809,Excellent or Good,4239
cog,Southeastern Connecticut COG,Financial Security,q44,How well would you say you are managing financially these days? Would you say you are,0.6633509021814353,0.6673540363453513,Living comfortably or doing alright,3492
cog,Southeastern Connecticut COG,Financial Security,q62,Have there been times in the past 12 months when you did not have enough money to buy food that you or your family needed?,0.14730322735179205,0.14328984370077227,Yes,3500
cog,Southeastern Connecticut COG,Financial Security,q64,"In the last 12 months, have you not had enough money to provide adequate shelter or housing for you or your family?",0.08578866864960666,0.08593658728528025,Yes,3499
